FULL_NAME,STR_TYPE,STR_CODE_L,Shape__Length
SERVICE ROAD HFX 118-01, ,16923,594.6650301
DUART AVE,AVE,17033,1357.797223
BOONDOCKS LANE,LANE,17027,333.9700935
ISLANDLAKE CL,CL,17028,604.9506926
REGINALD CRT,CRT,17105,137.1884107
WING CRT,CRT,17112,168.0698756
AVIATION CRT,CRT,17115,367.1850644
AIRBUS CRT,CRT,17113,242.1693041
KULAS CRT,CRT,17119,164.556157
TINGLEY POINT LANE,LANE,8885,219.9718781
GLADYS PORTER PL,PL,66739,126.6269261
EVERLINA LANE,LANE,66849,539.1918067
STABLES RUN,RUN,66850,95.03188346
SALMON RIVER DR,DR,10843,1505.752096
CONIFER CRT,CRT,16637,321.9605212
GUPTILL CL,CL,16649,156.3757975
HIGHWAY 118 SB EXIT 14 ON RAMP,RAMP,15189,1659.544973
HIGHWAY 102 NB EXIT 5 OFF RAMP,RAMP,15186,416.3707128
HIGHWAY 102 NB EXIT 5 ON RAMP,RAMP,15185,511.1102427
ASHWOOD DR,DR,6984,473.9248632
WILSON DR,DR,5584,476.0437658
OLD SACKVILLE RD,RD,8371,89.41627195
YEARLING CL,CL,16969,376.7441322
HARNESS TRL,TRL,16229,135.8445826
LIPIZZAN LANE,LANE,16232,23.34780053
ISHAM GATE,GATE,16230,66.66461785
KELSO GRN,GRN,16231,356.6406446
STERNS CRT,CRT,6632,192.1936293
TOPPLE DR,DR,6660,703.7878449
TROOP AVE,AVE,6665,1003.909166
TURNER DR,DR,6670,199.280492
VIDITO DR,DR,6679,439.8479751
WESTON CRT,CRT,6699,149.7336569
LOOKOFF LANE,LANE,15470,215.433145
GLENFOREST DR,DR,351,1449.110008
HILLWOOD CRES,CRES,404,400.9981642
SPIDER LAKE RD,RD,8756,1200.384432
ANDREA LYNN AVE,AVE,6947,540.1042506
OCEANGATE CL,CL,17104,169.9803784
KINSALE CRT,CRT,66738,170.884755
FRIESIAN CRT,CRT,17131,202.2586073
ALPS RD,RD,6937,1985.258383
TORI LANE,LANE,66771,271.8032327
RIVER DR,DR,15215,2559.688326
CURRIE LANE,LANE,16819,564.0777517
STAT HILL RD,RD,16821,2044.641037
CEDAR ST,ST,159,884.7573558
EDZELL CASTLE CIR,CIR,15566,123.8813251
MAUD LANE,LANE,17097,257.2142398
KENRICK LANE,LANE,17096,339.2202535
LINDA LANE,LANE,8027,318.2766264
KING ST,ST,6363,810.5229129
LACOMB DR,DR,6368,721.9437903
LAKEFRONT RD,RD,6372,1137.155676
GRAHAM ST,ST,6283,330.8140501
RUSSELL DR,DR,8599,1067.032893
BRENNANS BRANCH LANE,LANE,7150,537.0651074
MARTIN LAKE DR,DR,8153,1578.056714
EDWARDS DR,DR,10291,54.11854241
HOLLANDBROOK RUN,RUN,17185,369.223919
DEVONSHIRE ST,ST,6179,113.0893856
FOSTON ST,ST,6247,234.779017
FOXGROVE LANE,LANE,6249,216.0392908
DOMINION CRT,CRT,6185,132.3391803
PEPPERBUSH CRT,CRT,15487,1234.109943
GARY MARTIN DR,DR,16830,1838.24301
CITATION DR,DR,16652,1169.800754
LEDGEVIEW DR,DR,16653,755.7119081
DUTCHTOWN POINT LANE,LANE,16655,346.8344548
FRAGGLE ROCK RD,RD,16656,220.4683205
LEMARCHANT ST,ST,478,843.7264047
HENRY ST,ST,393,1320.380546
BINNEY ST,ST,85,251.4975349
EDWARD ST,ST,284,1162.717199
WATT ST,ST,852,639.4627556
TESSA LANE,LANE,16997,186.1806894
BLACKBERRY LANE,LANE,16615,98.63338362
ROSE WAY,WAY,6577,360.8731711
PORTSIDE LANE,LANE,66677,125.2677725
DEGAUSSING LANE,LANE,15636,624.204714
AMELIA PL,PL,6016,94.82952635
BANOOK AVE,AVE,6035,272.5457118
BEACON ST,ST,6043,267.9865766
BECKFOOT DR,DR,6044,500.5945186
BEECH ST,ST,6045,368.5069407
BERKLEY BRAE,BRAE,6054,98.47821895
BERWICK ST,ST,6056,165.1797895
BISHOP AVE,AVE,6063,101.201443
BLINK BONNIE TERR,TERR,6065,394.069038
HALEGINIA LNDG,LNDG,16693,1066.211384
OWLS HEAD WHARF LANE,LANE,16670,138.6535527
SADDLEBACK RD,RD,16671,895.2538956
GLEN ARBOUR WAY,WAY,15263,5383.166611
GREENSIDE LANE,LANE,16013,763.0691847
HENRY AVE,AVE,10393,2655.301415
CHRISTIAN LANE,LANE,16018,378.5498665
MYRA RD,RD,8275,14418.11931
HIGHWAY 2,,10402,5308.700799
CRANFIELD CRT,CRT,66688,178.5084923
LONETREE LANE,LANE,17025,263.2251278
PEAKVIEW WAY,WAY,16910,535.3769985
BALLFIELD RD,RD,15742,1124.855417
COLONY WAY,WAY,7317,745.8115101
ELEANOR MARIE LANE,LANE,7489,596.0163182
GLADSTONE AVE,AVE,6271,300.6719434
DICKSON ST,ST,6182,114.3404193
AMAC LANE,LANE,17102,237.3604412
GREEN RD,RD,6288,545.5232297
GROVE ST,ST,6294,203.4713152
CHERRY DR,DR,6130,192.0497959
CASA DR,DR,16845,1285.190935
WEST MOUNTAIN RD,RD,16846,786.49444
AZALEA LANE,LANE,16847,300.6401988
MUSKRAT LANE,LANE,16850,208.7006092
TROUTWATER TERR,TERR,16851,374.7692941
SEDONA CRT,CRT,16852,267.3204925
DREAMCATCHER LANE,LANE,16853,587.9668339
CLAYDER LANE,LANE,16855,108.8735661
HAYLEY LANE,LANE,16857,124.0728153
FIFIELD LANE,LANE,17005,207.4736728
NEWFIE LANE,LANE,17006,249.398027
BOLTON TERR,TERR,6067,136.9868361
NEWRIDGE DR,DR,16688,701.0345055
LONG LAKE DR,DR,1026,209.944482
CHURCHLAKE DR,DR,7475,827.7943759
PRINCETON AVE,AVE,664,543.3931646
NORMANDY DR,DR,591,831.4860581
COLUMBUS ST,ST,201,718.1263465
HELMSMAN CRT,CRT,15824,379.0279393
HIGHWAY 102 NB EXIT 1H ON RAMP,RAMP,1116,292.0654824
ST MICHAELS AVE,AVE,732,356.9652126
BLUESTONE RD,RD,109,575.2716472
PIG ISLAND WA,WA,16872,2352.062521
WIDEVIEW LANE,LANE,16873,405.2013212
BALMORAL RD,RD,56,517.0814229
YORKS LANE,LANE,5617,312.3343443
FAULKNER DR,DR,7529,208.1723494
SQUIRES LANE,LANE,8774,126.3497774
EQUINE CRT,CRT,16226,382.1700982
EASTBROOK AVE,AVE,6201,217.8950846
GARDEN DR,DR,6259,184.1499034
FLORAL AVE,AVE,6243,116.6589826
HONEYSUCKLE RD,RD,15485,1212.172667
PAMELA DR,DR,16832,587.6949292
LUCY CRT,CRT,16838,237.0829619
JASPERRIDGE LANE,LANE,17000,238.6872199
SOUTH UNIACKE RD,RD,16912,154.4769312
CASTLESTONE DR,DR,16914,294.1463572
MAIN RD,RD,10623,3175.538973
MAPLE ST,ST,6429,749.8492448
HAZELHURST ST,ST,6306,399.4291445
HIGHWOOD ST,ST,6317,315.6881739
JAMES ST,ST,6339,241.4263928
JEAN AVE,AVE,6343,206.3788248
LASHBURN PL,PL,6385,107.7859399
LAWRENCE ST,ST,6388,219.2867485
PERRIN DR,DR,7680,6831.681419
HIGHWAY 118 NB EXIT 14 OFF RAMP,RAMP,15188,679.9894928
TEABERRY DR,DR,15496,275.6104498
BRAMBLEWOOD CRT,CRT,16901,235.5736589
KERNWOOD DR,DR,16915,1210.127217
GOVERNORS LAKE DR,DR,7640,1035.750556
MARIE AVE,AVE,8143,548.9769809
ALDERWOOD DR,DR,16,219.6468604
HIGHWAY 102 NB EXIT 5A ON RAMP,RAMP,15180,920.8972469
HANOVER ST,ST,374,217.9078075
BIRCHFIELD CRES,CRES,89,393.0923728
LYNCH ST,ST,501,850.1492371
ROSBOROUGH LOOP,LOOP,66843,276.5911525
SEBASTIAN BACK LANE,LANE,15317,180.6872237
ROBIE ST,ST,701,11923.37564
AVON CRES,CRES,53,374.4218106
KIDSTON RD,RD,453,247.4567895
MICMAC BLVD,BLVD,6450,4094.714647
COPPERHEAD RD,RD,7679,479.7153004
BIRDSONG LANE,LANE,66673,326.3879264
INVERARY CRT,CRT,7820,1288.105747
THERESA CRT,CRT,8867,766.5471621
FABER CRES,CRES,7521,326.6828811
PATRICIA PL,PL,8417,215.8901445
BEECH HILL DR,DR,7068,941.8429846
THOMAS ST,ST,8871,2045.195064
MARCS WAY,WAY,6431,228.0917866
MARILYN DR,DR,6433,422.7919196
ELLARD LANE,LANE,16604,305.6789863
NORTH LANE,LANE,16605,134.5104928
LARKSPUR LANE,LANE,16825,355.5728726
WILDERNESS DR,DR,16826,4834.15427
SILVERS LANE,LANE,8719,397.9946205
BARNES DR,DR,7029,2945.232547
WENDY LANE,LANE,66769,232.4958118
HIGHWAY 103 EB EXIT 5A ON RAMP,RAMP,66758,654.719105
GRANDHAVEN BLVD,BLVD,17064,837.4849016
MOOSE RIVER GOLD MINES RD,RD,10689,888.307777
MOOSE RIVER RD,RD,16203,15.99309836
MARKETPLACE DR,DR,17058,214.6048965
RAINMAKER DR,DR,17127,116.2130252
COLLINS GRV,GRV,10223,1160.201337
THORNHILL DR,DR,811,635.1883498
STANLEY ST,ST,781,678.9877348
SYLVIA AVE,AVE,802,623.1166483
PARK AVE,AVE,6508,474.2290028
PINERIDGE DR,DR,648,153.5528611
HIGHLAND AVE,AVE,397,543.6654435
HUBLEYS DR,DR,412,146.9961572
AURORA AVE,AVE,51,342.2109774
SHAW LITTLE LAKE RD,RD,66686,2885.614484
MURCHYVILLE RD,RD,10700,11061.39431
WEST LAWRENCETOWN RD,RD,5546,6031.554936
LAWRENCETOWN RD,RD,10409,13665.78939
DAVID DR,DR,10255,1087.722811
SURFVIEW DR,DR,8828,404.0844441
CORA LANE,LANE,6954,694.0356098
CARTER RD,RD,7227,346.4313086
MAPLE GROVE AVE,AVE,8132,1341.095296
AVIGNON LANE,LANE,16979,195.6971331
MERLOT CRT,CRT,16980,208.7237837
STONEWAY LANE,LANE,16977,124.1638155
CABERNET CRT,CRT,16974,210.3775793
SIENNA CRT,CRT,16976,222.9031613
CHAUCER LANE,LANE,16978,145.5232361
HIGHWAY 101, ,4406,16526.14633
HIGHWAY 102 ETA 23,,17148,41.10686833
SPYGLASS RUN,RUN,17015,363.1337233
RUSSELL ST,ST,6586,1385.896667
RYLAND AVE,AVE,6589,338.0232745
SUSAN PL,PL,6642,149.2004638
SYMONDS ST,ST,6645,1402.605912
VANESSA DR,DR,6675,316.6777932
CHERRY ST,ST,172,343.2059819
SHIRLEY ST,ST,757,883.4679305
BRUNELLO BLVD,BLVD,16903,636.7679759
HARGROVE LANE,LANE,66672,735.9927913
FRASER RD,RD,7586,3761.544
BAFFIN BLVD,BLVD,10096,2136.34724
SHOREHAM LANE,LANE,1028,391.8267126
HIGHWAY 7, ,10487,15167.03607
UNION ST,ST,830,922.6885549
FAIRBANKS ST,ST,6231,733.0077419
BEDROS LANE,LANE,15772,459.8426712
ROCKLYN RD,RD,706,376.3344739
HARNISH LANE,LANE,16142,339.5515487
SHORE CLUB RD,RD,8706,1575.522915
MARSH LANE,LANE,17042,382.3725175
STEEPLEVIEW LANE,LANE,66683,342.1334304
CAPSTONE CRES,CRES,16831,960.4146999
MURRAY ST,ST,6473,234.8672772
NOVA CRT,CRT,6811,189.6214387
MCCORMACKS LANE,LANE,8172,487.2076404
HIGHWAY 7, ,10482,7625.458068
HOWARD AVE,AVE,7794,819.5430645
ROYALFERN WAY,WAY,16973,177.8284683
BELLE ST,ST,16553,714.5112539
MALLARD LANE,LANE,16316,760.9828702
HENNEBERRY DR,DR,7739,374.1537653
HIGHWAY 2, ,7754,3768.214032
OAKLEAF CRES,CRES,8335,957.3633531
LANGILLES RD,RD,7993,263.4838148
CONRADS RD,RD,7325,2239.85601
KUHN RD,RD,6365,449.6229572
ARNOLD DR,DR,6969,833.6602826
FLORENCE AVE,AVE,6244,224.3738628
BOW ST,ST,6076,794.6991565
BRENTON ST,ST,6082,140.3693489
ALBERT ST,ST,6007,232.9852984
ASHFORD CL,CL,6977,1075.755279
CHANDLER RD,RD,7250,368.6826262
GLEN RISE DR,DR,7627,955.5963912
MONKS RD,RD,8236,1068.423133
CRANEHILL RD,RD,7358,2174.497299
BURNETT DR,DR,7184,513.3691272
CAMDEN ST,ST,6101,129.9746156
CANTERBURY PL,PL,6106,113.4290857
CANTERBURY ST,ST,6107,406.1350713
CELTIC DR,DR,6122,1067.882005
CENTRE ST,ST,6123,374.653645
CALDERWOOD DR,DR,16911,2339.86751
SLEEPY LANE,LANE,8730,229.5586256
GRUMPY LANE,LANE,16348,49.52528613
BASHFUL AVE,AVE,7037,163.7731811
SUNRISE DR,DR,8819,237.8854248
PENHORN DR,DR,6522,1038.517326
PINE ST,ST,6525,747.0149743
MACKAY ST,ST,6420,203.3169562
MACRAE AVE,AVE,6422,472.5051903
MAITLAND ST,ST,6425,335.2811992
HEMLOCK RD,RD,7738,132.932132
OAKVIEW ST,ST,8338,347.4968457
SHELTERED LANE,LANE,16559,193.3214739
WINDBREAK RUN,RUN,16560,1129.34515
WYNDHAM DR,DR,16561,902.2705814
FULLWOOD LANE,LANE,16562,396.7957162
BUSHMILL CRT,CRT,16563,564.5981804
RANCHWOOD LANE,LANE,16565,279.4950184
CLEARSPRING LANE,LANE,16566,682.1650865
SOFTWOOD LANE,LANE,16567,398.7736138
TALL TREES LANE,LANE,16579,387.4025031
BENNERY LAKE RD,RD,16815,10074.82743
SOFTWIND LANE,LANE,16658,678.505776
MANOR DR,DR,6427,128.2507874
HARRIS RD,RD,6301,1199.090364
HASTINGS DR,DR,6304,767.5372829
HAWTHORNE ST,ST,6305,1135.407081
DUCK INN LANE,LANE,11006,807.8046082
BUTTER COVE LANE,LANE,16172,408.6073697
MILLER RD,RD,10673,2269.390735
ROYALE BLVD,BLVD,16970,510.5983894
HIGHWAY 118 ETA 14,,17143,37.97346734
CURLEY DR,DR,6172,249.7764418
DAHLIA ST,ST,6173,735.7216692
REFLECTION LANE,LANE,17016,1310.571135
SIMMONDS RD,RD,8722,1793.487059
ROBERT ANNIE LANE,LANE,16425,224.6243207
RONS RD,RD,66680,509.0520186
ROTHSAY CRT,CRT,8582,260.9151893
HAPPY DR,DR,7696,438.3498393
SNEEZY AVE,AVE,8737,263.6068472
DOPEY LANE,LANE,7428,178.3501082
DOC AVE,AVE,7421,169.76534
MAYFLOWER ST,ST,6438,124.7393991
MEDFORD ST,ST,6445,478.0581785
MURRAY HILL DR,DR,6474,724.8887656
HOLLYHOCK WAY,WAY,16898,1030.875091
LASALLE CRT,CRT,16899,250.0084448
LEO LANE,LANE,16902,156.8424131
GOLDENEYE DR,DR,17021,2523.240584
CHEZZETCOOK LAKE WA,WA,16807,2308.51994
SOLITUDE LANE,LANE,16812,207.9454413
CHALET LANE,LANE,16813,325.4328405
TINDER LANE,LANE,16814,281.9064729
SIMMONS ISLAND WA,WA,16862,1342.542213
FENIMORE LANE,LANE,16863,456.0359175
BARREN RD,RD,16864,2497.430156
BARREN RD,RD,16865,504.7087879
HIGGINSVILLE RD,RD,16866,1617.564966
MORNINGFIELD LANE,LANE,16867,275.6330671
MANETAIL LANE,LANE,16870,449.060456
WINNIES WAY,WAY,10995,586.2112625
FALLS RUN,RUN,16923,331.6695873
BALLYBUNION RUN,RUN,16638,1670.335086
CARNOUSTIE DR,DR,16639,1031.725205
LAHINCH CRT,CRT,16640,853.0352619
AGATE TRL,TRL,16641,615.8365436
SHIPPING LANE,LANE,16642,109.7927911
FLEET SETTLEMENT RD,RD,16643,208.1223337
SANDSHELL LANE,LANE,16646,428.6692062
SHAW BIG LAKE RD,RD,16648,2752.731223
DAKOTA DR,DR,16650,1343.834349
PRESTIGE CRT,CRT,16858,102.2598555
CEMETERY RD,RD,16860,456.1598647
ABERDEEN DR,DR,16663,1394.091961
WILMINGTON CRT,CRT,16667,179.1019527
NEARSHORE LANE,LANE,16871,1501.086263
HIGHWAY 107 EB EXIT 14 OFF RAMP,RAMP,15164,695.9728732
WILLOWBEND CRT,CRT,777,195.5015699
MONTAGUE RD,RD,15166,673.5633239
FOXTAIL CRT,CRT,16555,500.1369028
BUNCHBERRY LANE,LANE,16556,359.5233127
SYBYL CRT,CRT,801,236.278125
IRENE AVE,AVE,7822,852.2738257
MARGESON DR,DR,16967,4031.420775
WOODYS LANE,LANE,5608,258.7235435
ENDEAVOUR DR,DR,15679,108.4165775
ATLANTIC ST,ST,6027,1426.09381
HORSESHOE LAKE DR,DR,16631,3630.036736
PATTERSON RD,RD,8420,312.1744246
FLANDRUM HILL RD,RD,7555,1195.776367
RIDDING RD,RD,16706,814.7355246
LINDEN LEA, ,6398,251.4443725
BOLTON DR,DR,7123,422.5829976
HUDSON DR,DR,7803,432.1518974
IMPERIAL CRT,CRT,7813,317.01537
METZLER CRT,CRT,8209,172.8970386
MILLSIDE DR,DR,8221,616.0100764
GALAXY AVE,AVE,6257,233.0212813
GERRY LANE,LANE,6267,81.98951253
LAWLORS POINT RD,RD,8003,1000.043564
NOBLE CRT,CRT,8298,207.7561642
COASTAL LANE,LANE,7038,279.0938721
SOUTHWOOD RD,RD,8752,879.7672264
EATON AVE,AVE,6202,142.4028704
EDWARD ST,ST,6205,373.4575291
ELLIOT ST,ST,6212,419.486144
ERSKINE ST,ST,6223,571.1714346
FENWICK ST,ST,6237,399.7538837
FLAXCOMBE CRT,CRT,6242,181.9262995
WARBLER LANE,LANE,17071,822.480045
BREE LANE,LANE,17014,293.6056434
LAKE THOMAS CRES,CRES,7964,721.1280079
BRENNANS RD,RD,7149,2148.296977
DOCKSIDE LANE,LANE,15279,709.7922903
QUIESCENT LANE,LANE,16346,192.0398676
HOWE AVE,AVE,7796,2718.596266
PARKER ST,ST,6510,413.1895688
BOATHOUSE LANE,LANE,16790,176.1342834
BARTLIN RD,RD,6039,133.3482288
SHADY VISTA DR,DR,8678,817.5880339
CONRAD RD,RD,7324,2875.493266
MARGARET LORNE DR,DR,8141,700.5811726
CHESTNUT LANE,LANE,6131,406.9522472
CHITTICK AVE,AVE,6133,761.6516183
CLEARY DR,DR,6142,162.2519244
CLEMENT ST,ST,6143,183.7938121
HIGHWAY 107 WB EXIT 21 ON RAMP,RAMP,15246,757.0630966
HARLEY LANE,LANE,66687,262.7436255
HIGHWAY 2, ,10403,4275.411807
COVE LANE,LANE,7345,153.9622223
ASHLEY RD,RD,6982,543.768977
OSBORNE LANE,LANE,8386,147.1979678
CARRIAGE LANE,LANE,7223,374.0516928
KAMPERMAN LANE,LANE,8326,165.6592903
ELKRIDGE LANE,LANE,17084,888.7452877
CRUSHER RD,RD,17087,682.1289377
BALLENTYNE WAY,WAY,17088,358.411138
DUNGARRY CL,CL,17089,235.8645969
HIGHWAY 374, ,4319,2729.296523
FLEMMING WAY,WAY,4385,317.5620439
HIGHWAY 103, ,4342,5450.050869
REDMONDS RD,RD,8518,1136.453065
HULL RD,RD,16897,368.1323471
MAPLEHURST DR,DR,6430,294.9612095
DUSTAN LANE,LANE,15016,110.1126777
RODNEY TERR,TERR,6574,124.6035886
SOUTHDALE ST,ST,16630,177.2169759
MELVA ST,ST,6447,110.8881116
CAMPBELL AVE,AVE,6104,380.0122114
MILVERTON RD,RD,6453,367.1396476
MARJORIE RUSSELL LANE,LANE,16746,376.0163505
KILLICK RD,RD,16749,692.7094187
KENLEY RD,RD,7913,211.2984473
MEADOWDALE CRES,CRES,8189,327.9300411
STONEY BEACH RD,RD,8804,724.0065941
LAKEFIELD COVE RD,RD,7968,586.0999615
ELDRIDGE AVE,AVE,7487,63.38153967
BUMPY LANE,LANE,7182,1280.721079
VISCOUNT RUN,RUN,16985,1852.262186
HUNTERWOOD DR,DR,16987,1909.882949
HIGHWAY 7, ,10474,6977.339812
OAK LANE,LANE,10722,94.02424489
CHEZZETCOOK LAKE WA,WA,16806,7617.832856
HAGEN RD,RD,16600,1120.261039
CASTOR LANE,LANE,16603,215.6579456
EASY ST,ST,17118,191.9897854
SECLUDED PL,PL,17121,95.80887918
WIGEON CRT,CRT,17022,309.0942315
PEDDARS WAY,WAY,6519,904.4234926
ABBINGTON AVE,AVE,17128,935.0341277
LIFESTYLES LANE,LANE,66684,208.4511715
ARIEL LANE,LANE,66691,437.6755081
MOODY PARK DR,DR,8241,1002.966518
WEST PORTERS LAKE RD,RD,10974,4067.609333
HIGHWAY 2, ,10404,3368.729688
SOMERSET CRT,CRT,8552,231.9209288
HOMESTEAD RD,RD,7788,94.35097049
SCOTIA TERR,TERR,8643,487.6818168
MURRAY DR,DR,8268,773.5490479
DRAGONFLY LANE,LANE,66676,164.1336979
ISABELLA DR,DR,16419,115.0719115
SOCIABLE WAY,WAY,17122,215.4854148
PARK LANE,LANE,6509,80.50496397
NORAWARREN DR,DR,17094,559.3748434
RAINTREE LANE,LANE,16592,174.4874452
ARALIA LANE,LANE,16593,452.2754848
WALKER AVE,AVE,5528,1264.981954
GRAYSON CRT,CRT,16506,138.8901258
MOOSELAND RD,RD,16682,4073.937311
KEEP CRES,CRES,16886,793.7599863
GIVEN DR,DR,16887,959.4989856
CROSSWELL CRT,CRT,16888,368.8923086
SHAUFNER LANE,LANE,10280,661.7715609
LAWDITH DR,DR,15218,217.1049978
SCHOOL ST,ST,6596,251.7412939
SHAMROCK DR,DR,6602,186.3490245
LYNNDELL LANE,LANE,15849,328.9859962
RIAMAY LANE,LANE,66713,1082.616899
GASTON RD,RD,6263,1365.361325
KINGS WHARF PL,PL,16933,414.8129262
HOLLAND RD,RD,7783,3353.965013
INTREPID LANE,LANE,66682,150.2026174
PLATINUM LANE,LANE,16917,312.8324095
ALFRED DR,DR,16413,131.9787095
JET CRT,CRT,17114,297.409894
BOBCAT RG,RG,16849,336.7497225
DUNDAS ST,ST,6195,452.7371647
HUCKLEBERRY CL,CL,66675,129.800887
FUNDY LANE,LANE,6812,108.1740816
CANSO LANE,LANE,6817,108.9172745
BRAS DOR LANE,LANE,6813,107.8791954
POCKWOCK RD,RD,16609,9100.657365
COLP CRT,CRT,66678,283.2064582
ATLANTIC VIEW DR,DR,6995,780.780681
HENRY ST,ST,6310,163.6371907
HAIG ST,ST,6298,96.07222289
HARE LANE,LANE,6300,159.4957614
JOHN ST,ST,6348,197.1107736
WILLIAMS ST,ST,5577,114.8775788
BRIGHTWOOD AVE,AVE,6084,312.543655
BROOKSIDE AVE,AVE,6090,337.9817382
BEST ST,ST,6057,327.5761526
BLIGH ST,ST,6064,186.23793
DAWSON ST,ST,6176,733.0688672
FRASER ST,ST,6253,121.2008894
LYNN CRT,CRT,8091,184.726085
COLETON CRT,CRT,7241,95.57809717
KELVIN GRV,GRV,1001,345.8320761
GRANVILLE RD,RD,5087,737.1214299
GREEN LANE,LANE,5088,157.7148504
WALTHAM LANE,LANE,16078,115.0816041
KEYES CRT,CRT,16445,302.0624802
REDDEN CRT,CRT,15443,151.0169326
ROCKPOINT CRT,CRT,16077,218.1476509
WEST SIDE RD,RD,15231,2622.178866
EVENTIDE LANE,LANE,66714,380.6521338
LORETTAS LANE,LANE,10604,168.6320117
ELDORAS LANE,LANE,66717,196.6499975
GOUDEY DR,DR,10354,1906.698387
SHADY REST LANE,LANE,16293,506.7596422
OCEANSTONE DR,DR,16381,2531.598477
GUILDWOOD DR,DR,7676,1083.134377
DUNOLLY ST,ST,6197,173.5265875
EARLETON AVE,AVE,6200,449.8905546
BASSWOOD RUN,RUN,16823,1014.013853
DEERFIELD AVE,AVE,16824,2321.689444
CLOVERLEAF LANE,LANE,16893,378.7210358
SUMMERWOOD LANE,LANE,16984,494.8538995
ALDERSGATE LANE,LANE,16877,293.9766929
GENTLEWIND LANE,LANE,16878,251.0922858
BOYLAN LANE,LANE,16879,93.58417008
POLARIS LANE,LANE,16884,538.5908525
SERENDIPITY LANE,LANE,17017,346.180349
OLD SACKVILLE RD,RD,8371,94.2338339
WITHROW CRT,CRT,17019,532.4748775
DEERIDGE RD,RD,16788,788.4253804
SEXTANT LANE,LANE,16740,325.9496718
LADY NELSON RD,RD,16748,155.7396744
LONGITUDE ROW,ROW,16745,149.5475213
RIXDALE DR,DR,15013,172.5490932
COTTAGE HILL DR,DR,15014,104.2531663
PRENTICE LANE,LANE,15018,238.8216052
REGENCY DR,DR,6559,167.912753
KELLER LANE,LANE,17024,381.7871351
ARCHWAY CRT,CRT,17026,236.2270467
SHORE RD,RD,8701,5339.158816
HIGHWAY 207, ,10412,7676.938698
PROPELLER LANE,LANE,16341,941.1194188
WATERBURY LANE,LANE,16568,377.5033141
MEADOWSWEET RD,RD,15484,991.3924067
RHODORA DR,DR,15518,3066.860507
MOUNTAIN VIEW DR,DR,8257,881.0119585
SOUTH RIDGE CIR,CIR,15582,377.113913
VIRIDIAN DR,DR,16708,513.7833633
STEWARTS CRT,CRT,17095,83.13510271
CROFTERS CL,CL,16835,202.5385446
FRESNEL LANE,LANE,17098,122.2169215
HINES RD,RD,7780,323.7689096
GOVERNMENT RD,RD,7636,252.9233068
JOEL CRES,CRES,7858,528.1093346
JOHNSON RD,RD,7871,1026.211702
GRANT RD,RD,7648,1395.482819
GREENHEAD RD,RD,7660,1057.347543
MOUNTAIN MAPLE DR,DR,8256,449.4954767
CANAL CAYS DR,DR,7202,1818.591818
BACK RD,RD,7008,1820.367836
CARISSA CRT,CRT,4302,168.3852738
NEWCASTLE ST,ST,6482,1277.763136
OAK ST,ST,6490,224.4825392
EDINBURGH ST,ST,283,1153.395817
LIVERPOOL ST,ST,487,1112.566459
LONDON ST,ST,495,1131.758457
CLAREMONT ST,ST,180,565.8171673
CORK ST,ST,211,1111.129627
PRINCE ARTHUR AVE,AVE,6544,1599.996114
JOES DR,DR,7859,355.7925623
MERSON HILL LANE,LANE,10666,415.6395844
FOX POINT LANE,LANE,7575,557.2934904
AMELIA CRT,CRT,16426,158.2330223
ARSENAL DR,DR,16939,3471.343272
GEORGE ST,ST,6265,206.947644
CIRCLE DR,DR,7287,1899.978863
TROLLOPE ST,ST,824,421.8202016
VETERANS MEMORIAL LANE,LANE,15467,470.6801537
ABBOTT DR,DR,2,601.7426449
HEMLOCK ST,ST,390,394.8383685
ELLIOTT ST,ST,292,194.7231624
ERNST AVE,AVE,296,162.7442755
HOGAN CRT,CRT,66695,522.067606
TAKOUHIE CRT,CRT,16668,113.8550208
DUNSMORE DR,DR,16876,789.3293521
HIGHWAY 118 ETA 8,,17162,47.72873099
GEORGES ISLAND RD,RD,17100,399.003008
UPHILL CRT,CRT,17103,384.3244165
PALADIN LANE,LANE,16607,297.5008255
PERFECT DR,DR,16608,184.2238122
PELZANT ST,ST,6520,428.1080754
MITCHELL ST,ST,6454,105.3136581
DEEPWATER DR,DR,66681,514.3770807
DONALD LANE,LANE,16471,392.942851
ISAIAH LANE,LANE,16420,149.4587621
EDWARD LANE,LANE,16415,120.323702
WILFRED JOSEPH DR,DR,16424,174.0495879
WHEELHOUSE RD,RD,17168,228.0302737
CONFEDERATION AVE,AVE,7321,3935.95082
HOLTWOOD CRT,CRT,17032,400.8706013
BEAVERBROOK DR,DR,15810,831.149088
CANVASBACK LANE,LANE,17035,325.1497971
PINTAIL LANE,LANE,17034,257.048257
RUBYS LANE,LANE,17036,567.3414282
SALTSPRAY LANE,LANE,16548,327.8854009
BALI TERR,TERR,16549,529.4790741
NEVAN RD,RD,16550,361.6143817
SANUR LANE,LANE,16551,232.6572119
HALFTIDE ISLAND WA,WA,16552,257.71765
SANDHURST CL,CL,903,176.9991758
CHERRY BROOK RD,RD,7264,605.3277589
MACLAUGHLIN RD,RD,8106,546.9871172
CHERRY BROOK RD,RD,7264,2014.649121
BUNDY LANE,LANE,7869,1016.570101
CASTLE HILL DR,DR,156,998.132754
MACINTOSH RD,RD,8101,955.8891455
ORCHARD DR,DR,8383,1231.621847
SPARKS RD,RD,8754,358.2895545
